ticket_id,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_text,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating,description_length,subject_length,resolution_length,resolution_was_missing,customer_satisfaction_rating_was_missing,first_response_time_was_missing,time_to_resolution_was_missing,ticket_description_was_missing,ticket_subject_was_missing
213,34,Female,GoPro Action Camera,2021-04-15,Technical issue,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

Thank you

Mara G

We're sorry, an error occurred while processing your order. Please try again in 2 to 3 hours. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Network problem I'm having an issue with the {product_purchased}. Please assist.

Thank you

Mara G

We're sorry, an error occurred while processing your order. Please try again in 2 to 3 hours. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,No resolution provided,Medium,Social media,Not available,Not available,-1.0,318,15,0,1,1,1,1,0,0
430,64,Male,Sony 4K HDR TV,2021-02-12,Refund request,Data loss,"I'm having an issue with the {product_purchased}. Please assist. For questions about the product, you can contact Marketing@Gemini.com or the G.F.S. Consumer Technical Support Team by 2-3 weeks I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Data loss I'm having an issue with the {product_purchased}. Please assist. For questions about the product, you can contact Marketing@Gemini.com or the G.F.S. Consumer Technical Support Team by 2-3 weeks I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Face writer scene hair.,Low,Chat,2023-06-01 15:09:28,2023-06-01 16:26:28,1.0,299,9,23,0,0,0,0,0,0
1314,28,Female,Roomba Robot Vacuum,2021-10-16,Cancellation request,Software bug,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? There's not really anyone left on the network until this bug is fixed I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.","Software bug I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? There's not really anyone left on the network until this bug is fixed I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Closed,Should close well ok like task.,Critical,Social media,2023-06-01 20:25:50,2023-06-01 02:36:50,3.0,361,12,31,0,0,0,0,0,0
5295,57,Female,LG Smart TV,2021-06-05,Cancellation request,Delivery problem,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

When troubleshooting your connection, you will need to follow these steps: The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Delivery problem The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

When troubleshooting your connection, you will need to follow these steps: The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Low,Chat,Not available,Not available,-1.0,340,16,0,1,1,1,1,0,0
6366,22,Female,Apple AirPods,2020-10-02,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. - Add a small amount of your favorite text to the product description. This is very important, and can potentially be extremely sensitive when you try to change it to change I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Payment issue I'm having an issue with the {product_purchased}. Please assist. - Add a small amount of your favorite text to the product description. This is very important, and can potentially be extremely sensitive when you try to change it to change I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Student maintain season mention cup relationship could like.,Critical,Chat,2023-06-01 18:54:51,2023-06-01 20:51:51,2.0,378,13,60,0,0,0,0,0,0
5372,24,Female,Google Nest,2020-08-23,Billing inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist.


[20:37:22 PM] [Client thread/INFO] [PunisherPackManager]: Failed to connect to UnlockedPunisher package I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Network problem I'm having an issue with the {product_purchased}. Please assist.


[20:37:22 PM] [Client thread/INFO] [PunisherPackManager]: Failed to connect to UnlockedPunisher package I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Open,No resolution provided,Low,Chat,Not available,Not available,-1.0,257,15,0,1,1,1,1,0,0
1747,32,Male,Nintendo Switch,2021-12-26,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist. I tried setting the quantity to $50 but I'm having issues with the {product_purchased}. Please assist.


{product_purch I need assistance as soon as possible because it's affecting my work and productivity.","Installation support I'm having an issue with the {product_purchased}. Please assist. I tried setting the quantity to $50 but I'm having issues with the {product_purchased}. Please assist.


{product_purch I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,No resolution provided,High,Social media,2023-05-31 23:27:38,Not available,-1.0,271,20,0,1,1,0,1,0,0
4817,24,Female,Fitbit Charge,2020-04-04,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. <p>All items will change into your item.

</p> <p>[8.2.1] Initializing app.

</p I've checked for software updates, and my {product_purchased} is already running the latest version.","Payment issue I'm having an issue with the {product_purchased}. Please assist. <p>All items will change into your item.

</p> <p>[8.2.1] Initializing app.

</p I've checked for software updates, and my {product_purchased} is already running the latest version.",Closed,Stand quality always professor decide.,High,Email,2023-06-01 01:16:15,2023-06-01 17:14:15,2.0,246,13,38,0,0,0,0,0,0
966,23,Female,Microsoft Surface,2020-02-23,Product inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. If you were the seller, please add a check to that transaction to make sure you're actually paying for the merchandise. $4 USD, $2 AUD This problem started occurring after the recent software update. I haven't made any other changes to the device.","Hardware issue I'm having an issue with the {product_purchased}. Please assist. If you were the seller, please add a check to that transaction to make sure you're actually paying for the merchandise. $4 USD, $2 AUD This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 00:05:51,Not available,-1.0,312,14,0,1,1,0,1,0,0
5481,24,Other,Fitbit Charge,2021-11-28,Refund request,Account access,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. My {product_purchased} does I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Account access I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. My {product_purchased} does I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,No resolution provided,Low,Phone,Not available,Not available,-1.0,291,14,0,1,1,1,1,0,0
4504,51,Female,Dell XPS,2020-01-01,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Refund request I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Parent table on most month team.,Low,Chat,2023-06-01 14:28:08,2023-06-01 19:04:08,4.0,168,14,32,0,0,0,0,0,0
5842,69,Other,iPhone,2021-05-27,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

I do not use this app.

All Products purchased through the app include the ""All-Purchased"" feature.

Note: Some I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

I do not use this app.

All Products purchased through the app include the ""All-Purchased"" feature.

Note: Some I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,No resolution provided,High,Email,Not available,Not available,-1.0,292,20,0,1,1,1,1,0,0
1406,61,Other,Philips Hue Lights,2020-09-26,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

If you need a way to connect to the server and you use the URL of one of the requests, you should look into this post or a similar one I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Installation support I'm having an issue with the {product_purchased}. Please assist.

If you need a way to connect to the server and you use the URL of one of the requests, you should look into this post or a similar one I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Its toward race.,Medium,Email,2023-06-01 07:00:51,2023-05-31 23:59:51,4.0,306,20,16,0,0,0,0,0,0
4648,66,Other,Sony Xperia,2021-03-15,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Cancellation request I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Critical,Email,Not available,Not available,-1.0,168,20,0,1,1,1,1,0,0
8148,38,Male,Sony PlayStation,2021-02-06,Cancellation request,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

Thanks for sending in a note of concern. I'll keep your feedback in my inbox. We'll do our best to resolve it.

Kind regards I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.","Battery life I'm having an issue with the {product_purchased}. Please assist.

Thanks for sending in a note of concern. I'll keep your feedback in my inbox. We'll do our best to resolve it.

Kind regards I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Prevent onto sea democratic.,Medium,Phone,2023-06-01 22:04:11,2023-06-01 08:06:11,4.0,296,12,28,0,0,0,0,0,0
6658,61,Female,Garmin Forerunner,2020-03-16,Refund request,Cancellation request,I'm having an issue with the {product_purchased}. Please assist. I'm worried that the issue might be hardware-related and might require repair or replacement.,Cancellation request I'm having an issue with the {product_purchased}. Please assist. I'm worried that the issue might be hardware-related and might require repair or replacement.,Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 20:37:26,Not available,-1.0,158,20,0,1,1,0,1,0,0
6006,30,Female,Amazon Kindle,2020-01-28,Billing inquiry,Battery life,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

Unfortunately, if you The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Battery life I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

Unfortunately, if you The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,Medium,Chat,2023-06-01 08:56:35,Not available,-1.0,321,12,0,1,1,0,1,0,0
7258,42,Other,Adobe Photoshop,2020-04-27,Cancellation request,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

I feel like I'm on the wrong spectrum of the way to approach this. And I'm not even the first person in my situation who has tried it I've already contacted customer support multiple times, but the issue remains unresolved.","Installation support I'm having an issue with the {product_purchased}. Please assist.

I feel like I'm on the wrong spectrum of the way to approach this. And I'm not even the first person in my situation who has tried it I've already contacted customer support multiple times, but the issue remains unresolved.",Open,No resolution provided,Medium,Social media,Not available,Not available,-1.0,289,20,0,1,1,1,1,0,0
2143,50,Female,Canon EOS,2020-05-23,Technical issue,Battery life,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? When do these updates happen and how do you know when they'll be I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Battery life I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? When do these updates happen and how do you know when they'll be I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Could six daughter develop administration.,Critical,Chat,2023-06-01 10:53:10,2023-06-01 11:24:10,5.0,369,12,42,0,0,0,0,0,0
18,56,Female,Microsoft Xbox Controller,2020-09-07,Product inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. Thanks!""

* [0] - [0] - [0] - [0]

If this product is sold and you have not used any I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.","Payment issue I'm having an issue with the {product_purchased}. Please assist. Thanks!""

* [0] - [0] - [0] - [0]

If this product is sold and you have not used any I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,No resolution provided,High,Chat,2023-06-01 21:05:01,Not available,-1.0,259,13,0,1,1,0,1,0,0
1439,24,Female,Canon EOS,2020-09-26,Cancellation request,Refund request,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. It's not working on the first try and I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Refund request I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. It's not working on the first try and I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,No resolution provided,Low,Phone,Not available,Not available,-1.0,297,14,0,1,1,1,1,0,0
3521,44,Other,GoPro Action Camera,2021-06-25,Refund request,Refund request,I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Do your researchers have your email address? What should a team do if something is found? Can I I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Refund request I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Do your researchers have your email address? What should a team do if something is found? Can I I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Open,No resolution provided,Critical,Social media,Not available,Not available,-1.0,340,14,0,1,1,1,1,0,0
4517,43,Female,GoPro Action Camera,2020-10-07,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. I get a message saying it's okay, and I ask that you stop buying. Now here's the thing: what makes an item worth so much money? Some I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Product recommendation I'm having an issue with the {product_purchased}. Please assist. I get a message saying it's okay, and I ask that you stop buying. Now here's the thing: what makes an item worth so much money? Some I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Different southern role compare.,Critical,Email,2023-06-01 14:49:27,2023-06-01 05:39:27,1.0,303,22,32,0,0,0,0,0,0
6845,68,Female,Nikon D,2020-09-05,Refund request,Delivery problem,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it? Please, go ahead and ask, but be aware that your account will automatically get locked if you I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Delivery problem I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it? Please, go ahead and ask, but be aware that your account will automatically get locked if you I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,No resolution provided,Low,Phone,Not available,Not available,-1.0,332,16,0,1,1,1,1,0,0
9,60,Other,Fitbit Versa Smartwatch,2020-07-16,Technical issue,Installation support,"I'm having an issue with the {product_purchased}. Please assist. Thank you.

{product_purchased} is not the exact type you might prefer, they use the exact same method for different uses. Please help I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Installation support I'm having an issue with the {product_purchased}. Please assist. Thank you.

{product_purchased} is not the exact type you might prefer, they use the exact same method for different uses. Please help I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,No resolution provided,Low,Social media,2023-06-01 10:32:47,Not available,-1.0,339,20,0,1,1,0,1,0,0
4270,45,Other,Amazon Echo,2020-05-14,Refund request,Software bug,"I'm having an issue with the {product_purchased}. Please assist. Please help us resolve this issue! I'm having an issue with the {product_purchased}. Please assist. Please help us resolve this issue! http:// I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Software bug I'm having an issue with the {product_purchased}. Please assist. Please help us resolve this issue! I'm having an issue with the {product_purchased}. Please assist. Please help us resolve this issue! http:// I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Open,No resolution provided,Critical,Chat,Not available,Not available,-1.0,294,12,0,1,1,1,1,0,0
541,19,Female,Dell XPS,2021-03-06,Product inquiry,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

If you have any issues for the package, please write me [email protected]

Thank you,

I have to tell you that one or The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Software bug I'm having an issue with the {product_purchased}. Please assist.

If you have any issues for the package, please write me [email protected]

Thank you,

I have to tell you that one or The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,Critical,Email,2023-05-31 22:20:02,Not available,-1.0,287,12,0,1,1,0,1,0,0
3528,68,Other,Canon DSLR Camera,2021-08-08,Product inquiry,Battery life,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

There seems to be a glitch in the {product_purchased I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.","Battery life There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

There seems to be a glitch in the {product_purchased I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Exactly hard while evidence score chair.,Critical,Email,2023-06-01 22:20:47,2023-06-01 11:33:47,2.0,297,12,40,0,0,0,0,0,0
2665,46,Female,Bose QuietComfort,2020-11-22,Technical issue,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Thanks

Brianna D.

Founder, RVA Systems, Inc

Senior Designer

Caitlin

Senior Designer I've checked the device settings and made sure that everything is configured correctly.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

Thanks

Brianna D.

Founder, RVA Systems, Inc

Senior Designer

Caitlin

Senior Designer I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,No resolution provided,High,Social media,2023-06-01 15:01:07,Not available,-1.0,242,20,0,1,1,0,1,0,0
6859,52,Female,Roomba Robot Vacuum,2020-08-25,Product inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist. ""

"" }, JSON.stringify('{'key_image': {'key_name':'Hello-World'} ); var I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.","Account access I'm having an issue with the {product_purchased}. Please assist. ""

"" }, JSON.stringify('{'key_image': {'key_name':'Hello-World'} ); var I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Pending Customer Response,No resolution provided,Low,Email,2023-06-01 03:19:08,Not available,-1.0,256,14,0,1,1,0,1,0,0
2942,42,Other,Philips Hue Lights,2021-08-15,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

The Product Purchase Policy on this application states: ""The product purchased is the authorized reseller and/or agent of the Authorized Retailer, whose authorization I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

The Product Purchase Policy on this application states: ""The product purchased is the authorized reseller and/or agent of the Authorized Retailer, whose authorization I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,No resolution provided,High,Email,2023-06-01 20:03:20,Not available,-1.0,319,20,0,1,1,0,1,0,0
1551,30,Female,Roomba Robot Vacuum,2021-06-24,Cancellation request,Display issue,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

-We are looking into this and fixing it.

-Have I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.","Display issue There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

-We are looking into this and fixing it.

-Have I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Pending Customer Response,No resolution provided,Medium,Email,2023-06-01 19:55:12,Not available,-1.0,304,13,0,1,1,0,1,0,0
5031,54,Female,GoPro Hero,2021-01-29,Product inquiry,Software bug,"I'm having an issue with the {product_purchased}. Please assist. Thank you.

Product: Kiki

Description: An apple for everyone! The Kiki apple is a delicious treat for those who are very passionate about The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Software bug I'm having an issue with the {product_purchased}. Please assist. Thank you.

Product: Kiki

Description: An apple for everyone! The Kiki apple is a delicious treat for those who are very passionate about The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,Medium,Phone,2023-06-01 13:31:06,Not available,-1.0,307,12,0,1,1,0,1,0,0
2178,30,Male,Google Pixel,2021-09-07,Billing inquiry,Refund request,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

Network connectivity problem is a symptom of an underlying issue that is not isolated This problem started occurring after the recent software update. I haven't made any other changes to the device.","Refund request The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

Network connectivity problem is a symptom of an underlying issue that is not isolated This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Matter technology financial involve a happy.,High,Phone,2023-05-31 22:40:57,2023-06-01 02:47:57,2.0,360,14,44,0,0,0,0,0,0
8037,29,Female,GoPro Action Camera,2021-12-21,Billing inquiry,Battery life,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

If you have any questions regarding your password and are seeing this message, please contact This problem started occurring after the recent software update. I haven't made any other changes to the device.","Battery life I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

If you have any questions regarding your password and are seeing this message, please contact This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 05:09:25,Not available,-1.0,346,12,0,1,1,0,1,0,0
6054,65,Male,Nintendo Switch Pro Controller,2020-09-05,Billing inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Product ID: 230

The Product ID of this Product is 00606065, which appears on our website. This Product ID may not have been I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Product compatibility I'm having an issue with the {product_purchased}. Please assist.

Product ID: 230

The Product ID of this Product is 00606065, which appears on our website. This Product ID may not have been I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,No resolution provided,Medium,Phone,2023-06-01 06:33:38,Not available,-1.0,323,21,0,1,1,0,1,0,0
2516,32,Other,MacBook Pro,2020-04-08,Cancellation request,Account access,"I'm having an issue with the {product_purchased}. Please assist. If we can't contact your company there's nothing we can do.

There's a way to update your database with the necessary data in our database, or I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Account access I'm having an issue with the {product_purchased}. Please assist. If we can't contact your company there's nothing we can do.

There's a way to update your database with the necessary data in our database, or I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,No resolution provided,Low,Social media,2023-06-01 09:57:49,Not available,-1.0,347,14,0,1,1,0,1,0,0
6743,36,Other,Roomba Robot Vacuum,2020-05-19,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

The seller agrees to receive most product in your cart before its shipped. If you are receiving items without your consent, do not place your order without my knowledge The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Refund request I'm having an issue with the {product_purchased}. Please assist.

The seller agrees to receive most product in your cart before its shipped. If you are receiving items without your consent, do not place your order without my knowledge The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 01:15:29,Not available,-1.0,338,14,0,1,1,0,1,0,0
6286,39,Other,Nikon D,2020-04-12,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

I've purchased the product just to send me the gift.

Why would you want a gift for the ""favourite person on here"" but I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

I've purchased the product just to send me the gift.

Why would you want a gift for the ""favourite person on here"" but I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 19:01:59,Not available,-1.0,286,20,0,1,1,0,1,0,0
7129,18,Female,Nest Thermostat,2020-02-03,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist. {products_purchased} and {this} should come in the appropriate box or on a separate piece of paper in either the box or on your own. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Refund request I'm having an issue with the {product_purchased}. Please assist. {products_purchased} and {this} should come in the appropriate box or on a separate piece of paper in either the box or on your own. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,No resolution provided,High,Social media,2023-06-01 12:37:10,Not available,-1.0,312,14,0,1,1,0,1,0,0
3583,18,Female,Microsoft Xbox Controller,2021-12-06,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist. $55.00

1. Add # of items to cart

Add $55 (plus taxes) to cart.

Add Item to Cart I've checked the device settings and made sure that everything is configured correctly.","Refund request I'm having an issue with the {product_purchased}. Please assist. $55.00

1. Add # of items to cart

Add $55 (plus taxes) to cart.

Add Item to Cart I've checked the device settings and made sure that everything is configured correctly.",Closed,Old final wife list office.,High,Email,2023-06-01 18:40:01,2023-06-01 19:58:01,4.0,235,14,27,0,0,0,0,0,0
6136,49,Male,Fitbit Charge,2021-03-22,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

Add to cart: Please select a size. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.","Product recommendation I'm having an issue with the {product_purchased}. Please assist.

Add to cart: Please select a size. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Closed,Our civil assume stock issue.,High,Social media,2023-06-01 19:32:26,2023-06-01 18:31:26,3.0,213,22,29,0,0,0,0,0,0
6811,19,Female,GoPro Action Camera,2020-01-08,Technical issue,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

}( {product_id} )

$0. $product_id {product_id}. $id {product_name}. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Battery life I'm having an issue with the {product_purchased}. Please assist.

}( {product_id} )

$0. $product_id {product_id}. $id {product_name}. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,No resolution provided,High,Phone,2023-06-01 18:12:07,Not available,-1.0,274,12,0,1,1,0,1,0,0
880,29,Female,Amazon Kindle,2021-07-09,Cancellation request,Data loss,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

My first thought was to put it I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.","Data loss I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

My first thought was to put it I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,No resolution provided,Medium,Social media,2023-06-01 10:28:50,Not available,-1.0,296,9,0,1,1,0,1,0,0
3264,29,Female,LG Smart TV,2020-11-12,Product inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

If something doesn't work then try contacting us at info@cbc.ca or go to your local store.

If you're so inclined click I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.","Installation support I'm having an issue with the {product_purchased}. Please assist.

If something doesn't work then try contacting us at info@cbc.ca or go to your local store.

If you're so inclined click I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Above it draw bit away eight strong tell.,High,Phone,2023-06-01 11:31:55,2023-06-01 20:14:55,2.0,279,20,41,0,0,0,0,0,0
4536,51,Female,Philips Hue Lights,2020-11-20,Cancellation request,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

1-4 (e) Where this term has the meaning ascribed to it in subsection 3-1-1 of Title 7 - page 504 of I've already contacted customer support multiple times, but the issue remains unresolved.","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist.

1-4 (e) Where this term has the meaning ascribed to it in subsection 3-1-1 of Title 7 - page 504 of I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,No resolution provided,Low,Email,2023-06-01 14:34:51,Not available,-1.0,255,24,0,1,1,0,1,0,0
